Year,Rank,Distributor,Movies,1995 Gross,Tickets,Share
2006,97,Reel Source,1,"$53,609","8,184",0.00
2006,98,Maya Releasing,1,"$52,034","7,944",0.00
2006,99,Thread Cross Films,1,"$47,243","7,212",0.00
2006,100,Vitagraph Films,1,"$41,803","6,382",0.00
2006,101,Five Points Media,1,"$41,714","6,368",0.00
2006,102,Pasidg Productions,1,"$40,981","6,256",0.00
2006,103,Screen Media Films,1,"$38,922","5,942",0.00
2006,104,Film Philos,1,"$36,608","5,589",0.00
2006,105,Skouras,1,"$34,812","5,314",0.00
2006,106,Women Make Movies,1,"$33,312","5,085",0.00
2006,107,Unico Entertainment,2,"$32,311","4,932",0.00
2006,108,Artiztical Entertainment,1,"$24,736","3,776",0.00
2006,109,Quixotic Media,1,"$22,938","3,501",0.00
2006,110,Hannover House,1,"$22,918","3,498",0.00
2006,111,Laemmle/Zeller Film,2,"$22,452","3,427",0.00
2006,112,Arrival Pictures,1,"$20,866","3,185",0.00
2006,113,Cinema Tropical,1,"$19,791","3,021",0.00
2006,114,Leisure Time Features,1,"$18,926","2,889",0.00
2006,115,Abkco Films,1,"$15,893","2,426",0.00
2006,116,Self Distributed,3,"$15,315","2,337",0.00
2006,117,Holedigger Studios,1,"$14,866","2,269",0.00
2006,118,HP Releasing,1,"$14,804","2,260",0.00
2006,119,The 7th Floor,2,"$14,756","2,252",0.00
2006,120,Four Eyed Monsters,1,"$13,523","2,064",0.00
2006,121,"Safari Media, LLC",1,"$11,836","1,807",0.00
2006,122,Fader Films,1,"$11,388","1,738",0.00
2006,123,Newport Films,1,"$11,001","1,679",0.00
2006,124,Aloha Releasing,2,"$10,853","1,655",0.00
2006,125,Empire Pictures,1,"$10,656","1,626",0.00
2006,126,Mochary Films,1,"$10,565","1,612",0.00
2006,127,Sky Island,1,"$9,376","1,431",0.00
2006,128,Laufer Films,1,"$8,370","1,277",0.00
2006,129,Microangelo Entertainment,1,"$7,763","1,185",0.00
2006,130,Roxie Releasing,1,"$7,506","1,145",0.00
2006,131,The Disinformation Co.,1,"$7,451","1,137",0.00
2006,132,Andes Film Company,1,"$7,123","1,087",0.00
2006,133,Plymptoons,1,"$5,342",815,0.00
2006,134,Olive Films,1,"$4,800",732,0.00
2006,135,Frontier,1,"$4,779",729,0.00
2006,136,Castle Hill Productions,1,"$4,526",690,0.00
2006,137,Argot Pictures,1,"$3,917",598,0.00
2006,138,HB Filmworks,1,"$3,056",466,0.00
2006,139,Carnivalesque Films,1,"$2,500",381,0.00
2006,140,Artistic License,1,"$2,150",328,0.00
2006,141,Alchemy,1,"$2,010",306,0.00
2006,142,Movin' Picture Studios,1,"$1,990",303,0.00
2006,143,ArtMattan Productions,1,"$1,929",294,0.00
2006,144,Arab Film Distribution,2,"$1,906",290,0.00
2006,145,Film Movement,1,"$1,365",208,0.00
2006,146,JeTi Films,1,"$1,336",203,0.00
2006,147,Gold Circle Films,1,"$1,286",196,0.00
2006,148,Luke Films,1,"$1,070",163,0.00
2006,149,Oilrag Productions,1,$831,126,0.00
2006,150,Bullz Eye,1,$783,119,0.00
2007,1,Paramount Pictures,21,"$1,502,551,245","218,394,065",15.38
2007,2,Warner Bros.,34,"$1,434,019,362","208,433,035",14.68
2007,3,Walt Disney,21,"$1,407,749,495","204,614,741",14.41
2007,4,Sony Pictures,30,"$1,264,658,299","183,816,595",12.94
2007,5,Universal,20,"$1,102,122,027","160,192,145",11.28
2007,6,20th Century Fox,25,"$1,026,983,634","149,270,869",10.51
2007,7,New Line,15,"$493,272,026","71,696,507",5.05
2007,8,Lionsgate,22,"$371,881,884","54,052,588",3.81
2007,9,MGM,22,"$278,516,719","40,482,071",2.85
2007,10,Fox Searchlight,15,"$136,559,518","19,848,762",1.40
2007,11,Focus Features,9,"$130,820,210","19,014,562",1.34
2007,12,Miramax,8,"$117,947,277","17,143,496",1.21
2007,13,Weinstein Co.,14,"$85,638,155","12,447,399",0.88
2007,14,Picturehouse,9,"$61,275,603","8,906,334",0.63
2007,15,Paramount Vantage,9,"$61,105,917","8,881,671",0.63
2007,16,Sony Pictures Classics,23,"$39,412,362","5,728,530",0.40
2007,17,Weinstein/Dimension,4,"$31,534,575","4,583,513",0.32
2007,18,Samuel Goldwyn Films,9,"$27,864,223","4,050,027",0.29
2007,19,United Artists,2,"$14,956,486","2,173,907",0.15
2007,20,Yari Film Group Releasing,7,"$14,922,643","2,168,986",0.15
2007,21,Eros Entertainment,13,"$13,663,252","1,985,931",0.14
2007,22,Freestyle Releasing,6,"$12,928,528","1,879,143",0.13
2007,23,ThinkFilm,23,"$11,532,057","1,676,158",0.12
2007,24,First Look,6,"$10,679,897","1,552,308",0.11
2007,25,IMAX Films,5,"$10,144,433","1,474,480",0.10
2007,26,Alliance Films,14,"$10,038,585","1,459,091",0.10
2007,27,Roadside Attractions,4,"$9,225,947","1,340,980",0.09
2007,28,Warner Independent,5,"$8,889,868","1,292,129",0.09
2007,29,IFC Films,24,"$6,910,898","1,004,480",0.07
2007,30,Chicago Releasing,1,"$6,881,021","1,000,148",0.07
2007,31,Magnolia Pictures,23,"$6,364,816","925,108",0.07
2007,32,Summit Entertainment,1,"$6,348,315","922,720",0.06
2007,33,National Geographic Entertainment,1,"$6,258,285","909,634",0.06
2007,34,nWave Pictures,2,"$4,655,180","676,624",0.05
2007,35,Yash Raj Films,7,"$3,904,211","567,469",0.04
2007,36,Film Foundry,1,"$3,438,735","499,816",0.04
2007,37,IFC First Take,13,"$2,373,106","344,922",0.02
2007,38,Lionsgate/After Dark,2,"$2,274,489","330,593",0.02
2007,39,AdLab Films,2,"$2,131,000","309,738",0.02
2007,40,The Bigger Picture,5,"$1,408,415","204,710",0.01
2007,41,UTV Communications,4,"$1,404,598","204,156",0.01
2007,42,Zeitgeist,5,"$1,271,878","184,864",0.01
2007,43,Rocky Mountain Pictures,4,"$1,092,365","158,773",0.01
2007,44,Black Diamond Pictures,1,"$1,066,555","155,022",0.01
2007,45,Kino International,8,"$843,243","122,559",0.01
2007,46,Koch Lorber Films,6,"$836,535","121,586",0.01
2007,47,SK Films,1,"$804,245","116,896",0.01
2007,48,"Libero, LLC",1,"$786,686","114,343",0.01
2007,49,Excel Entertainment,2,"$752,793","109,417",0.01
2007,50,Rainbow Releasing,3,"$735,672","106,927",0.01
2007,51,518 Media,2,"$685,489","99,634",0.01
2007,52,Imaginasian,2,"$635,554","92,376",0.01
2007,53,Rialto Pictures,4,"$597,791","86,886",0.01
2007,54,Tartan Films,5,"$571,373","83,045",0.01
2007,55,Shadow,4,"$568,482","82,626",0.01
2007,56,Janus Films,5,"$561,166","81,563",0.01
2007,57,Borotoro,1,"$513,680","74,662",0.01
2007,58,Strand,21,"$458,382","66,616",0.00
2007,59,Autonomous Films,1,"$446,165","64,849",0.00
2007,60,Milestone,2,"$408,802","59,418",0.00
2007,61,Indican Pictures,6,"$403,855","58,697",0.00
2007,62,First Run Features,12,"$381,132","55,390",0.00
2007,63,Monterey Media,4,"$346,443","50,353",0.00
2007,64,Regent Releasing,12,"$339,281","49,308",0.00
2007,65,New Yorker,9,"$331,123","48,124",0.00
2007,66,Emerging Pictures,5,"$327,037","47,532",0.00
2007,67,Walking Shadows,2,"$310,714","45,161",0.00
2007,68,Arts Alliance America,1,"$302,845","44,018",0.00
2007,69,Newmarket Films,1,"$301,447","43,814",0.00
2007,70,Palm Pictures,4,"$292,715","42,543",0.00
2007,71,Gener8xion Entertainment,1,"$257,868","37,480",0.00
2007,72,TLA Releasing,2,"$245,935","35,746",0.00
2007,73,Anchor Bay Entertainment,2,"$244,417","35,524",0.00
2007,74,Somerset Films,1,"$242,444","35,238",0.00
2007,75,Vitagraph Films,1,"$227,064","33,003",0.00
2007,76,Direct Cinema Ltd,1,"$225,000","32,703",0.00
2007,77,Film Sales Company,1,"$200,433","29,132",0.00
2007,78,Warrior Poets,1,"$200,010","29,071",0.00
2007,79,Balcony Releasing,3,"$193,959","28,190",0.00
2007,80,Alchemy,1,"$188,565","27,407",0.00
2007,81,Slowhand Cinema,4,"$167,947","24,409",0.00
2007,82,Shemaroo Entertainment,1,"$166,339","24,177",0.00
2007,83,Lantern Lane Entertainment,1,"$160,987","23,399",0.00
2007,84,IDP/Goldwyn/Roadside,2,"$146,446","21,284",0.00
2007,85,Eleven Arts,2,"$144,456","20,995",0.00
2007,86,City Lights Pictures,3,"$143,028","20,788",0.00
2007,87,Typecast Releasing,1,"$136,239","19,802",0.00
2007,88,Wildcat Releasing,3,"$129,994","18,892",0.00
2007,89,Abkco Films,2,"$116,683","16,959",0.00
2007,90,Cinema Libre,4,"$111,807","16,248",0.00
2007,91,Priority Films,1,"$108,252","15,734",0.00
2007,92,Newroz Films,1,"$105,323","15,308",0.00
2007,93,Reel Diva Consultants,2,"$88,879","12,917",0.00
2007,94,Outsider,3,"$88,832","12,910",0.00
2007,95,Peace Arch Releasing,1,"$86,460","12,566",0.00
2007,96,Codeblack Entertainment,1,"$62,707","9,114",0.00
2007,97,International Film Circuit,5,"$62,377","9,064",0.00
2007,98,Gigantic Pictures,1,"$62,298","9,054",0.00
2007,99,First Independent Pictures,2,"$61,911","8,997",0.00
2007,100,Screen Media Films,4,"$55,707","8,095",0.00
2007,101,Seventh Art Releasing,4,"$55,304","8,037",0.00
2007,102,Tilapia Film,1,"$53,471","7,771",0.00
2007,103,SeeThink,1,"$48,969","7,117",0.00
2007,104,Aura Entertainment,1,"$46,474","6,754",0.00
2007,105,Railroad Square,1,"$45,513","6,615",0.00
2007,106,Cinema Guild,2,"$42,501","6,177",0.00
2007,107,Reliance/LoveStreaks,1,"$40,289","5,855",0.00
2007,108,Truly Indie,4,"$37,123","5,394",0.00
2007,109,Odeon Films,1,"$36,875","5,359",0.00
2007,110,Film Movement,2,"$36,781","5,345",0.00
2007,111,Lifesize Entertainment,2,"$31,310","4,549",0.00
2007,112,Elephant Eye Films,1,"$27,693","4,025",0.00
2007,113,Self Distributed,1,"$26,946","3,916",0.00
2007,114,Artistic License,2,"$25,383","3,689",0.00
2007,115,The Movie Partners,1,"$23,616","3,432",0.00
2007,116,Schwarzsmith & Taskovski,1,"$19,662","2,857",0.00
2007,117,New Love Films,1,"$18,908","2,748",0.00
2007,118,Abramorama Films,1,"$18,787","2,730",0.00
2007,119,California Newsreel,1,"$18,449","2,681",0.00
2007,120,Pocket Releasing,1,"$18,445","2,680",0.00
2007,121,ArtMattan Productions,3,"$17,477","2,539",0.00
2007,122,Xenon Pictures,1,"$16,791","2,440",0.00
2007,123,Bauer Martinez,1,"$16,334","2,374",0.00
2007,124,Captured Films,1,"$16,136","2,345",0.00
2007,125,First Run/Icarus,4,"$15,649","2,272",0.00
2007,126,600 West,1,"$15,425","2,242",0.00
2007,127,"Safari Media, LLC",1,"$15,023","2,183",0.00
2007,128,Argot Pictures,2,"$14,785","2,148",0.00
2007,129,Goodbye Cruel Releasing,1,"$13,660","1,985",0.00
2007,130,Artiztical Entertainment,1,"$12,336","1,793",0.00
2007,131,Stand Up Films,1,"$12,010","1,745",0.00
2007,132,Sony/BMG,1,"$11,550","1,678",0.00
2007,133,Picture This Entertainment,1,"$11,445","1,663",0.00
2007,134,Magic Lamp,1,"$10,497","1,525",0.00
2007,135,Anywhere Road Entertainment,2,"$10,450","1,517",0.00
2007,136,Arthouse Films,1,"$8,939","1,299",0.00
2007,137,Laemmle/Zeller Film,1,"$8,872","1,289",0.00
2007,138,D Street Releasing,1,"$8,340","1,212",0.00
2007,139,Fox Meadow,1,"$8,158","1,185",0.00
2007,140,Iron Man Distr,1,"$8,025","1,166",0.00
2007,141,Ford Films,1,"$8,000","1,162",0.00
2007,142,Mitropoulos Films,2,"$7,431","1,079",0.00
2007,143,Film Forum,1,"$7,000","1,017",0.00
2007,144,The Documentary Group,1,"$6,795",987,0.00
2007,145,Radio London Films,1,"$6,404",930,0.00
2007,146,Linn Productions,1,"$6,109",887,0.00
2007,147,Lonely Seal Releasing,1,"$3,934",571,0.00
2007,148,Facets,1,"$3,027",439,0.00
2007,149,Kaleidoscope Pictures,1,"$2,500",363,0.00
2007,150,Arcangelo Entertainment,1,"$1,924",279,0.00
2007,151,Aloha Releasing,1,"$1,500",218,0.00
2007,152,Bullz Eye,1,"$1,485",215,0.00
2007,153,Sky Island,1,"$1,393",202,0.00
2007,154,Icon Film Distribution,1,$848,123,0.00
2008,1,Warner Bros.,32,"$1,786,092,154","248,759,353",18.32
2008,2,Paramount Pictures,17,"$1,602,712,839","223,219,060",16.44
2008,3,Sony Pictures,23,"$1,266,210,334","176,352,403",12.99
2008,4,Universal,21,"$1,074,520,152","149,654,614",11.02
2008,5,20th Century Fox,24,"$1,048,311,696","146,004,418",10.75
2008,6,Walt Disney,19,"$1,000,079,574","139,286,843",10.26
2008,7,Lionsgate,19,"$441,532,487","61,494,775",4.53
2008,8,Summit Entertainment,5,"$232,752,668","32,416,804",2.39
2008,9,Fox Searchlight,9,"$217,747,257","30,326,915",2.23
2008,10,Focus Features,8,"$186,978,035","26,041,506",1.92
2008,11,MGM,13,"$103,845,721","14,463,190",1.07
2008,12,Overture Films,8,"$103,469,106","14,410,735",1.06
2008,13,Paramount Vantage,12,"$87,993,629","12,255,378",0.90
2008,14,Miramax,10,"$84,793,809","11,809,719",0.87
2008,15,Picturehouse,6,"$62,737,944","8,737,873",0.64
2008,16,Weinstein Co.,19,"$61,214,217","8,525,647",0.63
2008,17,United Artists,2,"$60,793,670","8,467,084",0.62
2008,18,New Line,4,"$56,668,221","7,892,510",0.58
2008,19,Samuel Goldwyn Films,7,"$41,604,805","5,794,538",0.43
2008,20,Sony Pictures Classics,24,"$41,365,568","5,761,208",0.42
2008,21,National Geographic Entertainment,2,"$23,818,689","3,317,365",0.24
2008,22,Freestyle Releasing,6,"$23,812,755","3,316,538",0.24
2008,23,IMAX Films,4,"$16,952,021","2,361,003",0.17
2008,24,Magnolia Pictures,21,"$9,958,067","1,386,907",0.10
2008,25,Roadside Attractions,14,"$8,215,650","1,144,233",0.08
2008,26,Rocky Mountain Pictures,3,"$8,041,924","1,120,045",0.08
2008,27,Vivendi Entertainment,2,"$7,088,330","987,233",0.07
2008,28,Music Box Films,4,"$6,531,152","909,629",0.07
2008,29,ThinkFilm,16,"$6,368,296","886,940",0.07
2008,30,UTV Communications,8,"$6,296,933","877,006",0.06
2008,31,IFC Films,25,"$6,003,993","836,198",0.06
2008,32,3D Entertainment,1,"$5,243,604","730,306",0.05
2008,33,Alliance Films,4,"$5,145,165","716,594",0.05
2008,34,Eros Entertainment,10,"$5,044,922","702,631",0.05
2008,35,Yash Raj Films,6,"$4,826,349","672,190",0.05
2008,36,Studio 18,3,"$3,165,186","440,832",0.03
2008,37,First Look,7,"$2,925,068","407,388",0.03
2008,38,AdLab Films,1,"$2,192,682","305,387",0.02
2008,39,Zeitgeist,6,"$1,979,879","275,745",0.02
2008,40,Maya Releasing,5,"$1,775,548","247,289",0.02
2008,41,Warner Independent,2,"$1,697,498","236,419",0.02
2008,42,Strand,8,"$1,520,257","211,734",0.02
2008,43,Aron Govil Productions,1,"$1,350,230","188,054",0.01
2008,44,City Lights Pictures,5,"$930,966","129,658",0.01
2008,45,Emerging Pictures,12,"$893,226","124,398",0.01
2008,46,Candlelight Media,1,"$872,427","121,507",0.01
2008,47,Crane Movie Company,1,"$719,556","100,216",0.01
2008,48,Film Movement,7,"$682,573","95,063",0.01
2008,49,First Run Features,11,"$567,521","79,036",0.01
2008,50,Regent Releasing,29,"$559,049","77,848",0.01
2008,51,Logo Features,1,"$532,878","74,216",0.01
2008,52,Peace Arch Releasing,3,"$505,774","70,440",0.01
2008,53,Senart/Scranton-Lacy,1,"$488,393","68,021",0.01
2008,54,Kino International,7,"$488,001","67,963",0.01
2008,55,Abramorama Films,3,"$450,771","62,780",0.00
2008,56,Hammer the Movie,1,"$442,638","61,648",0.00
2008,57,IFC First Take,4,"$435,442","60,645",0.00
2008,58,Oscilloscope Pictures,5,"$352,512","49,094",0.00
2008,59,Cinema Guild,5,"$315,545","43,945",0.00
2008,60,First Independent Pictures,2,"$299,699","41,740",0.00
2008,61,Indican Pictures,6,"$299,026","41,644",0.00
2008,62,Elephant Eye Films,2,"$288,227","40,142",0.00
2008,63,Rialto Pictures,4,"$278,800","38,828",0.00
2008,64,nWave Pictures,2,"$275,360","38,350",0.00
2008,65,Mitropoulos Films,2,"$243,971","33,978",0.00
2008,66,Self Distributed,4,"$240,022","33,428",0.00
2008,67,Anchor Bay Entertainment,7,"$239,331","33,331",0.00
2008,68,Truly Indie,4,"$234,146","32,609",0.00
2008,69,Vitagraph Films,3,"$212,794","29,636",0.00
2008,70,Fair Trade Pictures,1,"$208,806","29,081",0.00
2008,71,Excel Entertainment,1,"$195,184","27,184",0.00
2008,72,Yari Film Group Releasing,3,"$189,259","26,358",0.00
2008,73,Janus Films,3,"$177,646","24,741",0.00
2008,74,Shadow,2,"$175,622","24,459",0.00
2008,75,Image Entertainment,1,"$173,066","24,103",0.00
2008,76,Empire Pictures,2,"$170,864","23,796",0.00
2008,77,Railroad Square,1,"$156,090","21,739",0.00
2008,78,Balcony Releasing,6,"$154,947","21,577",0.00
2008,79,Shemaroo Entertainment,3,"$151,254","21,065",0.00
2008,80,Lightsource,1,"$131,672","18,338",0.00
2008,81,Screen Media Films,4,"$124,678","17,362",0.00
2008,82,Noruz Films,1,"$123,731","17,232",0.00
2008,83,New Yorker,5,"$118,522","16,505",0.00
2008,84,The Bigger Picture,5,"$113,809","15,848",0.00
2008,85,BerKela Films,1,"$113,730","15,839",0.00
2008,86,Monterey Media,5,"$110,137","15,338",0.00
2008,87,International Film Circuit,2,"$105,657","14,714",0.00
2008,88,TLA Releasing,1,"$104,828","14,600",0.00
2008,89,Koch Lorber Films,3,"$100,763","14,033",0.00
2008,90,Newstyle Releasing,1,"$96,314","13,414",0.00
2008,91,CAVU Releasing,2,"$95,973","13,366",0.00
2008,92,Typecast Releasing,1,"$89,672","12,489",0.00
2008,93,Spark Entertainment,1,"$89,169","12,419",0.00
2008,94,SPEAKproductions,1,"$88,788","12,366",0.00
2008,95,Slowhand Cinema,1,"$87,939","12,247",0.00
2008,96,Five & Two Pictures,1,"$84,093","11,712",0.00
2008,97,Reel Diva Consultants,1,"$79,436","11,063",0.00
2008,98,The Film Desk,3,"$78,598","10,946",0.00
2008,99,Cinema Libre,5,"$73,745","10,268",0.00
2008,100,Film Sales Company,2,"$72,383","10,080",0.00
2008,101,Embrem Entertainment,1,"$72,349","10,076",0.00
2008,102,Palm Pictures,2,"$69,410","9,666",0.00
2008,103,Arcangelo Entertainment,1,"$69,221","9,640",0.00
2008,104,Stone Five Studios,1,"$67,665","9,424",0.00
2008,105,Kino/Emerging,1,"$63,973","8,909",0.00
2008,106,Eleven Arts,1,"$60,910","8,483",0.00
2008,107,InterPositive Media,1,"$60,332","8,402",0.00
2008,108,Sidetrack Films,1,"$56,386","7,853",0.00
2008,109,Priority Films,1,"$54,817","7,634",0.00
2008,110,Better World Distribution,1,"$51,576","7,183",0.00
2008,111,Magic Lamp,1,"$51,408","7,159",0.00
2008,112,Magnet Pictures,1,"$50,440","7,025",0.00
2008,113,Equinox,1,"$49,954","6,957",0.00
2008,114,Somerset Films,1,"$47,935","6,676",0.00
2008,115,Waldo West Productions,1,"$43,905","6,114",0.00
2008,116,First Run/Icarus,5,"$39,940","5,559",0.00
2008,117,Menemsha Entertainment,1,"$38,928","5,421",0.00
2008,118,Borotoro,1,"$37,322","5,198",0.00
2008,119,First Independent/Dada Films,1,"$30,591","4,260",0.00
2008,120,Cavalier Films,1,"$30,552","4,255",0.00
2008,121,Raja Cinema,1,"$29,269","4,076",0.00
2008,122,Present Pictures/Morning Knight,1,"$28,835","4,016",0.00
2008,123,Milestone,1,"$26,516","3,693",0.00
2008,124,Picture Park,1,"$23,095","3,216",0.00
2008,125,Unison Films,1,"$22,251","3,099",0.00
2008,126,MCR Releasing,1,"$21,489","2,992",0.00
2008,127,Variance Films,1,"$20,705","2,883",0.00
2008,128,Laemmle/Zeller Film,1,"$20,440","2,846",0.00
2008,129,Reel Source,1,"$19,712","2,745",0.00
2008,130,New Love Films,1,"$19,541","2,721",0.00
2008,131,Arts Alliance America,2,"$18,555","2,583",0.00
2008,132,Newroz Films,1,"$15,427","2,148",0.00
2008,133,Anywhere Road Entertainment,1,"$14,251","1,984",0.00
2008,134,Troma Entertainment,1,"$13,804","1,922",0.00
2008,135,Mile End Films,1,"$12,306","1,713",0.00
2008,136,41 Inc.,1,"$12,000","1,671",0.00
2008,137,ArtMattan Productions,2,"$11,604","1,615",0.00
2008,138,Mandt Brothers,1,"$11,340","1,579",0.00
2008,139,Third Rail,2,"$10,592","1,474",0.00
2008,140,Thunderstruck Films,1,"$10,510","1,463",0.00
2008,141,Icon Film Distribution,1,"$10,342","1,440",0.00
2008,142,After Dark,1,"$9,913","1,380",0.00
2008,143,Riverrain,1,"$9,841","1,370",0.00
2008,144,Diversa Films,1,"$9,344","1,301",0.00
2008,145,Lafayette Films,1,"$8,443","1,175",0.00
2008,146,Revolver Entertainment,1,"$7,202","1,003",0.00
2008,147,Vagrant Films,1,"$7,197","1,002",0.00
2008,148,Liberation Entertainment,1,"$6,627",922,0.00
2008,149,Atlantik Films,1,"$6,176",860,0.00
2008,150,World Wide Motion Pictures,1,"$6,000",835,0.00
2008,151,CJ Entertainment,1,"$5,976",832,0.00
2008,152,Abkco Films,2,"$5,695",792,0.00
2008,153,Romantic Troubadour Entertainment,1,"$5,508",767,0.00
2008,154,Blue Water Entertainment,1,"$4,915",684,0.00
2008,155,Direct Cinema Ltd,1,"$4,740",660,0.00
2008,156,Lantern Lane Entertainment,3,"$4,689",652,0.00
2008,157,"Eliot Lives Productions, LLC",1,"$4,345",605,0.00
2008,158,A-Mark Entertainment,1,"$3,849",536,0.00
2008,159,Artistic License,1,"$3,081",429,0.00
2008,160,Icarus Films,1,"$2,072",288,0.00
2008,161,Lavender House Films,1,$401,55,0.00
2009,1,Warner Bros.,36,"$2,130,619,667","284,082,623",20.03
2009,2,20th Century Fox,22,"$1,460,228,750","194,697,168",13.72
2009,3,Paramount Pictures,16,"$1,460,075,602","194,676,748",13.72
2009,4,Sony Pictures,24,"$1,447,935,464","193,058,052",13.61
2009,5,Walt Disney,23,"$1,205,647,954","160,753,063",11.33
2009,6,Universal,21,"$898,333,720","119,777,823",8.44
2009,7,Summit Entertainment,11,"$480,408,885","64,054,511",4.52
2009,8,Lionsgate,12,"$402,012,617","53,601,681",3.78
2009,9,Fox Searchlight,11,"$246,172,026","32,822,936",2.31
2009,10,Weinstein Co.,9,"$179,077,081","23,876,939",1.68
2009,11,Focus Features,10,"$159,098,145","21,213,082",1.50
2009,12,Overture Films,8,"$157,614,161","21,015,218",1.48
2009,13,Paramount Vantage,5,"$65,267,365","8,702,315",0.61
2009,14,Miramax,8,"$54,736,063","7,298,138",0.51
2009,15,Sony Pictures Classics,26,"$49,395,750","6,586,088",0.46
2009,16,Weinstein/Dimension,1,"$33,392,973","4,452,396",0.31
2009,17,MGM,5,"$22,997,234","3,066,296",0.22
2009,18,United Artists,1,"$22,373,908","2,983,188",0.21
2009,19,Apparition,4,"$17,101,506","2,280,199",0.16
2009,20,Roadside Attractions,14,"$13,123,419","1,749,783",0.12
2009,21,Freestyle Releasing,6,"$12,781,745","1,704,229",0.12
2009,22,Magnolia Pictures,27,"$12,526,258","1,670,156",0.12
2009,23,IFC Films,25,"$9,619,636","1,282,606",0.09
2009,24,IMAX Films,4,"$7,938,908","1,058,518",0.07
2009,25,Big Pictures,7,"$5,257,818","701,040",0.05
2009,26,Eros Entertainment,4,"$4,507,401","600,985",0.04
2009,27,Music Box Films,6,"$4,478,926","597,188",0.04
2009,28,UTV Communications,7,"$3,853,318","513,772",0.04
2009,29,National Geographic Entertainment,3,"$3,465,013","462,001",0.03
2009,30,Samuel Goldwyn Films,6,"$2,991,864","398,913",0.03
2009,31,Regent Releasing,17,"$2,610,964","348,123",0.02
2009,32,Stony Island Entertainment,1,"$2,026,756","270,234",0.02
2009,33,3D Entertainment,1,"$2,013,083","268,411",0.02
2009,34,Oscilloscope Pictures,7,"$1,953,847","260,509",0.02
2009,35,Truly Indie,5,"$1,771,585","236,208",0.02
2009,36,Yash Raj Films,5,"$1,667,903","222,385",0.02
2009,37,Vivendi Entertainment,3,"$1,632,869","217,714",0.02
2009,38,TVA Films,1,"$1,548,858","206,514",0.01
2009,39,First Look,1,"$1,433,091","191,078",0.01
2009,40,International Film Circuit,3,"$1,295,474","172,728",0.01
2009,41,Five & Two Pictures,1,"$1,167,623","155,683",0.01
2009,42,Indican Pictures,8,"$1,080,518","144,066",0.01
2009,43,Viva Entertainment,3,"$1,076,815","143,574",0.01
2009,44,Equinox,1,"$960,240","128,032",0.01
2009,45,After Dark,2,"$863,172","115,088",0.01
2009,46,Zeitgeist,12,"$810,711","108,089",0.01
2009,47,Screen Media Films,7,"$808,358","107,778",0.01
2009,48,Slowhand Cinema,2,"$782,058","104,274",0.01
2009,49,Gener8xion Entertainment,1,"$741,557","98,874",0.01
2009,50,Abramorama Films,3,"$740,280","98,702",0.01
2009,51,Strand,15,"$731,955","97,586",0.01
2009,52,Shorts International,1,"$644,635","85,951",0.01
2009,53,AdLab Films,2,"$593,968","79,195",0.01
2009,54,Vitagraph Films,2,"$532,706","71,026",0.01
2009,55,Cinema Guild,7,"$524,230","69,895",0.00
2009,56,American Zoetrope,1,"$518,522","69,136",0.00
2009,57,Elephant Eye Films,1,"$492,776","65,703",0.00
2009,58,Shadow,4,"$480,260","64,033",0.00
2009,59,First Run Features,13,"$443,970","59,191",0.00
2009,60,Janus Films,5,"$442,775","59,035",0.00
2009,61,Zipporah,1,"$417,932","55,724",0.00
2009,62,Full Circle Releasing,1,"$397,641","53,018",0.00
2009,63,First Independent Pictures,3,"$334,666","44,621",0.00
2009,64,Arthouse Films,3,"$327,388","43,650",0.00
2009,65,Self Distributed,7,"$325,585","43,409",0.00
2009,66,Senator Entertainment,1,"$315,000","42,000",0.00
2009,67,Studio 18,1,"$300,293","40,039",0.00
2009,68,Balcony Releasing,3,"$270,257","36,033",0.00
2009,69,Rialto Pictures,4,"$254,512","33,933",0.00
2009,70,Argot Pictures,3,"$232,707","31,027",0.00
2009,71,Anchor Bay Entertainment,7,"$222,411","29,652",0.00
2009,72,Lorber Films,6,"$221,912","29,586",0.00
2009,73,Kino/Emerging,1,"$204,458","27,261",0.00
2009,74,Elysian Films,1,"$203,305","27,107",0.00
2009,75,Image Entertainment,3,"$200,877","26,782",0.00
2009,76,Monterey Media,11,"$186,799","24,900",0.00
2009,77,Third Rail,2,"$175,072","23,342",0.00
2009,78,Variance Films/Everest Films,1,"$173,828","23,177",0.00
2009,79,Blue Water Entertainment,1,"$169,340","22,578",0.00
2009,80,Variance Films,5,"$165,700","22,092",0.00
2009,81,Film Movement,8,"$161,158","21,486",0.00
2009,82,Maya Releasing,4,"$160,892","21,449",0.00
2009,83,Seventh Art Releasing,1,"$139,418","18,589",0.00
2009,84,Peace Arch Releasing,3,"$130,547","17,405",0.00
2009,85,Empire Pictures,1,"$123,670","16,489",0.00
2009,86,Paladin,3,"$115,847","15,445",0.00
2009,87,Eleven Arts,2,"$112,767","15,034",0.00
2009,88,ThinkFilm,4,"$110,407","14,719",0.00
2009,89,Rainbow Releasing,1,"$110,175","14,690",0.00
2009,90,The Film Desk,5,"$106,612","14,212",0.00
2009,91,Kino International,5,"$94,165","12,553",0.00
2009,92,Westchester Films,1,"$88,453","11,793",0.00
2009,93,Emerging Pictures,1,"$79,340","10,578",0.00
2009,94,Cinema Libre,4,"$72,179","9,623",0.00
2009,95,Mitropoulos Films,2,"$63,352","8,446",0.00
